Cell,Drug,IC50,IC50_Predict_model=2,IC50_Predict_model=-1
925341,MK-2206,3.84158583,3.103325288,3.415031725
949177,PAC-1,1.241888169,1.460274028,1.872996308
753541,CUDC-101,-0.797123682,-1.369456725,-0.793484782
924107,CUDC-101,0.125141938,-0.166599551,0.039921316
1298350,Gefitinib,1.053113145,0.79435217,-0.367324313
753600,CP466722,1.490903774,1.707354241,2.115994487
924186,VX-11e,1.845588489,2.374657943,2.269070507
1240130,Ispinesib Mesylate,-1.945888995,-1.826729129,-1.726438659
1290797,Axitinib,2.945202608,2.428384415,2.45238411
1299062,FTI-277,1.297797515,1.801339641,1.921620974
949170,DMOG,7.481343592,7.379845928,7.163349526
687568,Vismodegib,4.244905898,4.105371971,4.408273222
1297446,GSK1904529A,1.517190863,1.822109549,1.989438053
688086,Ispinesib Mesylate,0.069325321,-0.551289598,-1.00833847
1240132,GSK1904529A,3.360722351,2.427681395,2.436561747
1322224,SB-505124,3.360197911,3.380300048,3.793367574
753563,NSC-87877,3.678672939,4.276313829,4.378645193
724874,KIN001-244,6.313531408,6.353980339,5.864943212
713899,PLX-4720,3.413263368,3.352994048,2.341302706
946369,UNC1215,1.758546206,2.884307891,2.40303665
753535,MPS-1-IN-1,3.061871447,2.727140993,3.144164294
1240191,Amuvatinib,1.269019643,3.869034302,4.46557743
1240185,JW-7-24-1,1.508592259,0.67396558,0.408182146
1298353,MK-2206,2.97282229,2.260007031,2.560964293
1303897,Nilotinib,2.118480233,2.647594148,2.77804114
907073,Crizotinib,1.141376869,1.291323937,1.732614312
909728,HG6-64-1,-0.101777184,-0.906698335,0.008592235
909713,Selumetinib,-1.454416969,-1.534996237,-0.458381202
907270,NVP-BHG712,2.477796478,2.58035776,2.983379867
724855,GSK690693,5.358735162,5.765186885,4.701685181
907173,TAK-715,5.054370884,4.37347989,4.747210739
905970,AZD8055,0.213736662,1.497935567,1.007635609
909739,Tubastatin A,3.353856733,4.294148961,3.922345397
1240200,NVP-BHG712,1.647813241,2.276316252,2.528407015
1240168,Vorinostat,1.246721736,1.17951065,1.483407722
722066,SB-505124,5.118946998,4.436355934,4.662224211
1322213,PFI-1,3.417978414,2.679131531,2.879832097
909748,OSU-03012,3.079089533,3.90067338,3.400338565
1240144,UNC1215,2.637286386,2.669916618,2.652352426
1298347,Vismodegib,4.334378782,4.244148837,3.842815501
909731,RO-3306,4.140176357,3.198880201,3.329585114
905977,BMS-345541,3.010067348,3.226264806,3.247079789
908135,OSU-03012,4.963973168,2.719582427,2.140777158
905978,MK-2206,0.531773223,1.177997512,1.731767839
1303897,NSC-87877,4.884338138,5.067048574,4.926062428
924244,IPA-3,3.747668103,3.165570531,3.792672661
906791,HG-5-88-01,2.082397049,3.347559524,3.217278093
907066,NPK76-II-72-1,5.507488177,5.685378679,5.338693944
1240215,AICA Ribonucleotide,8.332335129,8.268181761,8.214814905
908149,SB590885,4.318173958,3.402967151,3.421530604
1297439,Afatinib,2.411647044,2.660465401,2.799719298
907291,KIN001-260,4.232186695,4.133190867,4.2267055
909707,Bexarotene,1.93307538,2.879185083,2.714213734
907042,AZD8055,-0.42717924,-0.46048498,-0.236943767
1290724,Avagacestat,5.373781797,5.23574799,5.219735501
909749,XAV939,3.014031966,2.44247846,3.005048446
906846,Dactolisib,-1.299627983,-1.671621426,-2.349355832
909703,NSC-207895,2.05980806,2.525440921,2.747124241
713885,Masitinib,5.525470201,4.124798109,3.515256978
910948,GSK650394,5.413370254,4.557079786,4.652151526
910567,PLX-4720,3.288573178,4.414547341,4.051296446
909747,Doramapimod,4.381772427,4.837480723,4.779301302
1298357,XAV939,3.445279993,3.161208468,2.496565285
684052,PIK-93,3.315223813,3.074865274,2.206691023
908448,SB-505124,4.353711822,4.357189583,4.27960908
753622,MPS-1-IN-1,3.65066269,3.405947001,3.841155962
688006,Daporinad,-4.976372267,-5.665867944,-5.404727523
1331035,Lestauritinib,-0.69238493,-0.064950941,-1.010072807
908471,WHI-P97,4.249526373,4.130871049,4.0544507
949173,Afatinib,2.474584744,2.351413342,2.282146992
907791,AR-42,-1.875668705,-1.520234667,-1.067512485
910566,SB590885,3.044358593,3.24689777,2.971606622
909904,Luminespib,-0.749063741,-0.442530222,-0.406252491
1290771,HG-5-113-01,1.221980947,2.092958065,1.712463538
906844,Tamoxifen,3.14200144,2.874697008,3.044250758
971773,XAV939,3.489906511,3.366878563,3.453106798
906812,Rapamycin,-1.414316355,0.116059548,-0.913767343
906844,Refametinib,-3.068673041,-3.454335266,-2.148749468
1524414,Doramapimod,3.121636715,3.098300491,4.045465706
1240223,OSU-03012,-0.174887421,0.285547712,1.150457417
687455,CP724714,3.665340866,4.582937252,4.034871529
907319,PHA-793887,1.033311547,1.83604442,2.150027196
1330972,OSU-03012,2.522241223,3.635557593,3.00027592
724873,Bryostatin 1,-3.268651059,-3.137998467,-2.670606829
1298365,AKT inhibitor VIII,2.022239987,1.885456484,2.288357859
722046,TPCA-1,3.95083759,3.515430645,3.744071207
905941,Palbociclib,2.055548675,1.216108817,2.650842727
1240226,Obatoclax Mesylate,-2.212653881,-1.848525932,-1.565930821
1290798,SL0101,4.647387107,5.091742937,4.942016945
907790,AZD7762,-1.540270973,-0.452428257,-0.940456052
910947,WH-4-023,3.079293414,2.965814201,2.270921154
909747,Serdemetan,3.945454405,3.529190375,3.680413784
1240216,Pictilisib,0.61871725,0.746650247,1.651914435
1240166,KU-55933,2.786303463,3.226222065,3.243615292
687804,KU-55933,4.637401869,3.862860404,3.942133853
909249,BMS-345541,0.796130844,1.591148801,1.284321989
949157,Dabrafenib,3.141053273,4.363449455,4.047930451
949155,Tubastatin A,2.964346507,2.414437016,3.190058803
1240153,WZ3105,2.5106188,1.097257228,0.871037441
905945,Dacinostat,-3.575898529,-3.220024796,-2.175944931
1240191,PAC-1,2.152529524,2.657875871,1.59905593
905963,XMD14-99,5.258784534,4.964455358,5.101744878
907787,Dasatinib,2.509143736,1.087916302,1.308800558
910695,NG-25,2.830716275,2.351593642,3.286389936
753589,CMK,4.127738411,3.742758511,4.186717634
908483,NVP-BHG712,4.634778442,4.419727873,3.705309818
907318,FH535,1.297104812,1.146517731,1.229108662
908151,QL-XII-47,3.506041328,2.061114001,1.972564844
910692,Axitinib,2.801297285,2.714879908,2.693462618
1240178,GSK1070916,1.976941645,2.174795498,2.446085428
1240140,TAK-715,2.071829647,2.874952473,3.728520029
908445,GSK650394,5.48429123,5.312574872,5.195047033
905961,SB52334,4.690575407,3.638123296,4.012973278
1240212,Veliparib,4.04363643,3.889103278,3.200317437
907172,FMK,4.589182876,5.259578195,3.030388104
910567,GSK319347A,4.216718789,3.906091691,3.709965665
1298539,Cetuximab,5.59278765,6.002085103,5.664994793
907061,KIN001-270,4.700545906,4.374571265,4.41255668
949088,TGX221,4.075225643,4.02760036,3.928661766
1240142,QL-XI-92,3.841713563,3.516297506,3.189306655
909721,Avagacestat,5.475782285,4.82673818,4.863491468
749715,Selisistat,5.752084731,5.458611362,5.304779509
687505,Avagacestat,4.707609264,4.800054383,4.404261932
688014,Tipifarnib,3.912386444,3.811271731,3.668227619
1330983,Lenalidomide,3.64846299,3.244563951,3.760328352
910861,A-770041,3.210956074,3.141365726,2.463548171
909720,VX-702,1.930881821,2.740475031,2.657807092
949165,Masitinib,3.004271489,3.394436098,3.305980161
1240147,BMS-345541,5.186130572,3.513981373,3.26058037
908448,Elesclomol,-4.554759749,-0.866021696,-2.809993679
946373,Serdemetan,3.298743873,2.524221322,3.385130545
909739,OSU-03012,2.611308803,3.230352244,2.502026583
753588,GW441756,3.054869499,2.879392403,2.952213154
753583,PHA-665752,3.829198241,2.845125476,3.05407854
753558,AR-42,3.946974912,3.513912594,1.938435721
906868,Belinostat,-1.376106549,-0.678888771,-0.63515687
909250,Luminespib,-3.254956054,-3.337035073,-2.786276898
724878,SB52334,5.663472812,5.718051652,5.247731994
1240140,Tanespimycin,-2.007898178,-2.042746534,-2.373593675
907282,Seliciclib,4.154982265,3.872235719,4.487583272
907041,PF-4708671,3.08748794,3.306854391,3.168115845
1298352,CMK,3.102220157,3.011333864,3.280809748
753610,QL-XI-92,0.231611833,1.977299296,1.917061172
930297,Ponatinib,2.008419092,1.725004898,2.171848563
930298,IOX2,0.976337356,0.37637849,0.459713217
907276,IOX2,0.009278182,-0.190620126,-0.112600788
1330947,A-443654,-2.595218042,-2.374352701,-1.777330453
905954,RO-3306,4.095707048,3.43380176,3.113950907
906817,BAY-61-3606,2.519729561,2.486926153,3.560594622
908145,HG6-64-1,1.120369797,0.147891452,0.269635322
687588,Palbociclib,1.317929497,2.228535479,1.733177563
722046,Avagacestat,3.324280534,4.629424733,4.602071816
907788,AZD6482,0.412425074,1.336382903,3.083013129
1660035,Enzastaurin,1.127964964,2.002814217,2.228851003
906823,CAY10603,3.026650457,4.022158468,4.124263844
907290,SGC0946,1.195599287,1.806386178,2.140764876
905973,Lestauritinib,-0.293665073,-1.019571678,-1.539895022
910401,Entinostat,-0.894067071,-0.40078628,-0.112580523
909749,NU7441,2.63268679,1.272085467,0.952660675
753577,MG-132,0.278317688,-1.245959605,-0.934393551
724812,GSK690693,4.255104841,4.305562345,3.749472078
1298168,IPA-3,3.402596481,4.797080429,4.792302007
753547,NSC-207895,1.906363335,3.219861973,3.666693847
1299075,GSK269962A,3.544459314,2.285713675,2.212344043
924238,Bryostatin 1,-2.905623819,-3.280222819,-3.572482423
753576,OSI-027,3.05007462,2.323950624,2.944141938
910694,XMD14-99,5.694009461,5.427986037,5.21599245
1240135,PHA-793887,5.417429443,4.822062436,4.112157757
908470,Enzastaurin,4.1423736,4.928150607,3.900380823
949156,Navitoclax,0.519448885,2.076181884,2.181753353
753589,Idelalisib,5.097038429,5.346597388,5.147413644
906828,BIX02189,5.089548887,4.447246598,4.124740875
684059,Y-39983,2.302220881,1.943012963,1.942187738
905945,JQ1,1.336326038,0.571125866,0.112575523
1298357,AR-42,-0.317397513,-1.193037725,-0.970439521
905964,Sunitinib,1.812575797,1.8625306,1.245130731
1503361,Lenalidomide,4.91503568,2.862531231,2.838063838
905959,PD0325901,-0.79963473,-1.384002501,-1.05310746
949160,Enzastaurin,2.041388798,2.794914103,2.889712938
909720,BMS-509744,2.464315793,2.56858476,2.16881762
925339,IPA-3,5.66476856,3.983279909,3.898894951
1298526,SB52334,5.195725243,4.430586604,4.169459017
910851,KIN001-266,2.994280111,3.395225583,3.752370622
1297449,TAK-715,2.50314154,2.89980945,2.872926685
906842,Navitoclax,-1.136899321,0.761972612,0.103491659
905963,DMOG,5.67490855,4.767093766,5.391581066
908451,KU-55933,2.239477236,2.579310354,3.484660393
907788,HG-5-113-01,2.061697026,2.106199006,1.900380299
1240222,Nilotinib,1.897496985,1.637481161,2.900878472
907173,Alectinib,4.165102604,3.938009815,3.873402751
908457,Rucaparib,4.555753825,3.430295505,3.597572915
1240184,Fedratinib,2.105311511,2.082696238,2.152031859
907313,JNK Inhibitor VIII,5.093901615,4.47710823,3.958295445
1331039,Motesanib,2.918582678,2.671702416,2.9214768
687596,Trametinib,2.664574455,0.46072697,0.714578476
753621,Trametinib,-0.958543701,-0.646349179,0.017393368
907272,ZSTK474,-2.996023992,-2.215088535,-2.269546152
917486,Belinostat,-0.428631582,-0.455667748,-0.221961735
909723,QL-XI-92,4.562093775,4.21243705,4.164645715
924240,Daporinad,1.975284808,1.764393527,0.851581703
724866,OSI-027,4.482923003,3.217977428,3.640963868
753581,GW-2580,5.675539843,5.300300031,5.304359466
1298146,Navitoclax,0.679851958,2.002625198,2.311579615
910546,Lestauritinib,-1.379905974,-0.70835173,-0.220448106
905970,PHA-793887,5.448150321,6.131497463,5.321257975
724838,PF-4708671,3.302814116,3.391661848,3.531004422
1327773,Navitoclax,1.747033092,-0.990934312,0.383971201
687588,PF-562271,3.746364987,1.84345413,2.662944147
907799,Daporinad,-5.833017807,-1.109540631,-4.465407412
909194,BMS-345541,2.219639407,2.990350128,2.983157072
1290724,AS601245,1.979323118,2.264181425,2.072836031
687804,Tivozanib,0.220654478,0.435735506,0.076723608
1240123,JW-7-24-1,1.529052784,1.575189984,1.46525068
907319,TW 37,-1.298980109,-1.296921529,-1.240075684
907279,UNC1215,3.245726316,2.732682125,2.421456895
908121,Obatoclax Mesylate,-0.267268674,-1.095947075,-0.664019487
908136,UNC0638,1.150189793,1.354800446,1.389040353
1240145,RO-3306,3.319996585,2.405257475,2.713294061
1240153,Gefitinib,1.56749779,0.98480491,1.281595638
910694,NPK76-II-72-1,5.57403309,4.522482474,3.510950184
1298141,IPA-3,5.106388689,5.169164266,5.340543116
1330987,SB590885,3.094395317,3.205218677,3.279607835
910548,FH535,0.933996511,1.242363604,1.319102793
905969,CCT-018159,2.355336693,2.86657691,2.360817643
908148,CHIR-99021,3.318097793,2.529502566,2.539173631
1240141,NU7441,3.645356881,3.851757508,3.593633107
687600,AZD7762,-0.591203649,-0.283621496,0.600754509
684062,Veliparib,4.312293353,4.094620585,3.909028063
905958,Linifanib,1.294928448,1.541290288,1.778115552
1298226,FH535,0.96227512,3.232793162,1.846839408
930298,Olaparib,5.152049349,4.554586793,4.646995558
909698,AICA Ribonucleotide,8.051672586,7.717773867,6.534524237
907317,BMS-754807,0.204190505,-0.006570219,0.775727184
949090,Pazopanib,3.442752365,5.193996188,3.898380582
1240205,OSI-930,4.544347564,4.556792634,4.362874168
1327768,Axitinib,1.263003323,0.52111346,1.520092354
1240191,Vorinostat,2.323253745,1.539061357,0.581067011
906853,BIX02189,5.61163064,4.864145605,4.697958342
906817,PAC-1,1.502247396,2.376414264,2.955741517
907299,KU-55933,3.754537406,3.975329056,3.696994437
1240178,T0901317,5.384678356,5.334707464,5.094713208
1330972,AZD6482,4.276651092,3.180913161,3.56575403
924186,BAY-61-3606,0.609458491,0.416436978,1.112898924
907062,AR-42,1.113110542,0.100140034,0.216986347
1323913,JNK-9L,-1.140429772,-1.138145818,-0.963379479
907796,MPS-1-IN-1,2.882090505,3.421750205,3.330707932
906841,AZ628,1.746286349,2.088103496,2.625399164
908152,JNK Inhibitor VIII,4.365200372,3.984542249,4.203579543
905942,Navitoclax,1.736689222,2.470735822,2.120727342
753595,KU-55933,4.40540784,4.750846201,4.383793547
908443,PD0325901,-0.031831396,0.723146865,-0.050215532
1240170,Cabozantinib,2.640363018,2.718263344,3.178647384
907043,JNK Inhibitor VIII,4.230292816,4.153059401,3.93960254
908144,CUDC-101,-1.163684444,-1.229866301,-0.071294699
909731,Trametinib,1.945616494,2.068313075,1.946459037
1240167,Tubastatin A,5.603563845,5.17580144,4.899279148
907046,Veliparib,4.895682988,4.410844328,4.189867221
906844,CGP-082996,2.128680405,1.754160317,2.292686146
949172,Erlotinib,3.845932418,2.697215004,2.908063175
909702,Tivozanib,-0.648842909,-0.313465565,-0.629765334
909713,Bicalutamide,3.537928993,2.899756637,2.968952489
724868,GW441756,2.500620053,2.14602082,2.31755565
753577,PI-103,2.868457524,1.541919248,1.244391971
949165,KIN001-270,5.434403118,4.425739158,4.243302856
1240223,EHT-1864,3.454782549,3.822241736,3.440883295
1240210,Trametinib,0.443875501,1.556071141,0.642771847
753610,PD173074,0.23051751,2.549892838,2.010707345
1240193,Avagacestat,3.356746679,3.741689243,3.689482787
1240216,QL-X-138,2.229393743,1.29084494,1.055042887
688014,Vismodegib,5.043148853,4.780367868,4.423682666
687596,AZD8055,1.030500205,1.003868976,0.872213807
724838,Bicalutamide,2.339840538,2.255557521,2.260732404
688031,QS11,4.513362624,3.484688887,3.196276916
1298359,PD0325901,-1.879291884,-3.538454687,-2.763654625
688014,Zibotentan,5.727255511,5.457701514,5.282769492
946370,Tivozanib,-0.098322882,-0.010153482,0.090224681
1503363,Pelitinib,2.472005531,-0.558426893,1.01112209
684681,SB-505124,5.166404509,4.869812995,5.177218779
909696,NG-25,1.314163232,1.247711049,0.491536033
906877,ZG-10,-0.213103982,0.513013996,1.101200107
909260,Serdemetan,4.056597588,3.408460628,3.11700494
908457,(5Z)-7-Oxozeaenol,-0.886753161,0.127776788,0.913012406
753608,HG-5-88-01,1.304210542,2.836465954,2.752671513
1299075,Vorinostat,1.398403385,0.638201728,0.379780103
909704,YM201636,2.258724303,2.113863197,2.12937581
905938,PAC-1,2.59737737,1.461893282,1.323036583
909740,LFM-A13,4.331620252,4.990852248,5.061137755
908458,Lestauritinib,-0.991270838,-1.810028728,-0.059224598
1298533,Navitoclax,1.117700926,2.346161329,2.434500833
909732,GSK319347A,3.838428137,3.925622717,3.756117604
917486,BMS-509744,2.170307668,2.768112645,2.843965322
949156,FTI-277,2.328274612,1.85331581,2.163606873
909717,T0901317,5.065635902,4.711280097,4.648591722
910852,Nutlin-3a (-),4.382290726,4.34198795,3.20126192
1503370,GSK690693,5.125426962,2.700208365,3.560724074
905955,Selumetinib,3.613789776,1.416088432,1.765320078
1240223,OSI-930,4.003077699,4.155820141,3.147260086
1240215,Fedratinib,1.756351419,1.972770935,2.323561285
908457,AZD8055,-0.040842673,0.192555554,-0.272271241
1298348,BX-912,3.533867347,4.082818108,4.300819787
907065,PD173074,3.829383698,3.333790213,3.40300326
906873,PI-103,2.973855204,3.524987487,3.246652376
753622,HG6-64-1,0.486681832,0.065009685,0.13332013
688121,Trametinib,-0.060929826,-0.723930419,-1.872265618
910779,ZG-10,1.493244716,1.823730031,2.052270127
946369,PHA-665752,3.504657151,3.213733027,2.698337576
909263,Ispinesib Mesylate,0.465699938,0.287369127,-0.072332648
724859,Temsirolimus,0.43458358,0.546103942,-1.592952986
753540,BMS-345541,1.360462554,2.092279118,2.828637921
907064,OSU-03012,0.254934055,0.914516578,1.536309092
1479987,Talazoparib,0.93438155,0.855922641,1.678235668
971774,MK-2206,1.868947558,2.000701842,1.604390232
907170,MK-2206,3.437860458,3.26909128,1.72901152
906817,Temsirolimus,0.091333374,-0.152440902,-1.669755058
905965,EHT-1864,2.62113069,3.081153149,2.670573949
905951,Dactolisib,-1.916183222,-1.782123613,-2.70042965
905944,BX-912,3.98984511,3.77377391,3.245661713
1327766,Serdemetan,2.330981557,2.493095139,2.17500601
909746,Trametinib,-2.715470144,-3.141524251,-1.319441003
1298526,BX-912,2.346711069,3.420733013,3.35890241
1290905,Amuvatinib,4.178006036,2.886759862,4.866410645
724859,AKT inhibitor VIII,2.709302914,3.06986111,3.412574104
1240167,Masitinib,3.854160106,4.175320462,3.337227198
753616,SB590885,3.303035191,4.347012256,4.470039222
905989,SGC0946,-1.472392239,1.457901398,1.212574436
1330941,GSK650394,4.141628085,3.498191434,4.407040604
909774,AS601245,0.3761681,1.855137717,2.303322082
910704,Etoposide,1.054298968,1.008133274,0.920617767
724874,Masitinib,5.460664415,6.366314134,6.053483406
909721,Dacinostat,-1.969847424,-3.250854738,-2.544575204
753583,Y-39983,5.30531967,4.689775851,4.4991885
1298169,Y-39983,4.867580625,5.380827715,5.052955265
906826,PF-4708671,4.169336197,4.297718346,3.851174851
1290809,Afatinib,2.560697283,2.152001645,2.318941793
753620,Zibotentan,5.162695356,5.489296622,5.332616828
906795,Talazoparib,2.950609129,2.099774187,2.029013736
1298476,Linsitinib,1.977778047,2.442856254,2.727328908
908150,WH-4-023,-2.354624795,-1.756072337,0.607761247
905950,NPK76-II-72-1,4.253720664,3.820869104,3.845053029
1298365,NSC-207895,5.212948242,5.00820519,4.599178676
